Id Cliente,Id Conta Bancária,Data de Emissao,Data de Vencimento,Data da Movimentação,Valor da Movimentação
196,x 50292624232-07,9/28/2018,1/15/2019,11/16/2018,"13273,4"
770,x 61320183682-00,10/18/2018,11/16/2018,11/16/2018,3485
789,x 75664985359-06,10/24/2018,11/21/2018,11/16/2018,3485
792,x 63718177635-06,10/13/2018,11/17/2018,11/16/2018,3485
174,x 32439935907-10,10/3/2018,11/17/2018,11/17/2018,"10925,14"
174,x 14599123731-03,10/13/2018,11/17/2018,11/17/2018,"148192,91"
178,x 95230728368-03,11/17/2018,11/17/2018,11/17/2018,"144254,37"
246,x 80771218846-00,10/28/2018,11/17/2018,11/17/2018,"7261,48"
49,x 57767778949-09,11/14/2018,11/20/2018,11/20/2018,"40631,74"
57,x 95230728368-03,10/12/2018,11/13/2018,11/20/2018,"72778,3"
133,x 25497925389-08,9/30/2018,11/20/2018,11/20/2018,"11024,32"
165,x 41541621975-04,9/21/2018,11/3/2018,11/20/2018,10849
792,x 32439935907-10,10/24/2018,11/21/2018,11/20/2018,3485
96,x 86791017985-09,9/30/2018,11/20/2018,11/21/2018,"4004,79"
96,x 10641176832-10,9/30/2018,11/20/2018,11/21/2018,"19435,42"
174,x 50292624232-07,10/16/2018,11/20/2018,11/21/2018,"136861,56"
356,x 50292624232-07,11/17/2018,11/17/2018,11/21/2018,"66367,473"
770,x 32439935907-10,10/24/2018,11/21/2018,11/21/2018,"6621,5"
777,x 10641176832-10,10/24/2018,11/21/2018,11/21/2018,3485
779,x 63718177635-06,10/18/2018,11/16/2018,11/21/2018,7667
779,x 64252401479-03,10/24/2018,11/21/2018,11/21/2018,5576
779,x 80771218846-00,10/24/2018,11/28/2018,11/21/2018,5576
105,x 86791017985-09,10/30/2018,11/22/2018,11/22/2018,"125331,6"
770,x 29486015020-04,10/18/2018,11/22/2018,11/22/2018,3485
779,x 57767778949-09,10/18/2018,11/22/2018,11/22/2018,7667
178,x 39315597929-00,11/23/2018,11/23/2018,11/23/2018,"154555,3"
178,x 14599123731-03,11/23/2018,11/23/2018,11/23/2018,"145318,99"
196,x 41541621975-04,9/28/2018,11/23/2018,11/23/2018,"12143,42"
458,x 50292624232-07,9/30/2018,11/24/2018,11/23/2018,"23029,339"
174,x 32439935907-10,10/20/2018,11/24/2018,11/24/2018,"132714,24"
246,x 25455392583-10,10/28/2018,11/22/2018,11/24/2018,7138
788,x 63718177635-06,10/18/2018,11/16/2018,11/24/2018,"4299,096"
175,x 61320183682-00,10/21/2018,11/27/2018,11/27/2018,"147700,6"
286,x 64252401479-03,10/30/2018,11/27/2018,11/27/2018,"15339,38"
320,x 26759470396-10,10/30/2018,11/27/2018,11/27/2018,"20266,499"
792,x 10859524552-06,10/24/2018,11/28/2018,11/27/2018,3485
133,x 14599123731-03,10/31/2018,11/28/2018,11/28/2018,"10388,56"
133,x 26759470396-10,10/31/2018,11/28/2018,11/28/2018,"10494,56"
174,x 22208151256-06,10/24/2018,11/28/2018,11/28/2018,"8580,77"
770,x 32439935907-10,10/24/2018,11/28/2018,11/28/2018,"6621,5"
777,x 94994947160-08,10/24/2018,11/28/2018,11/28/2018,3485
789,x 22208151256-06,10/24/2018,11/28/2018,11/28/2018,3485
53,x 22208151256-06,11/29/2018,11/29/2018,11/29/2018,"2486,04"
57,x 29486015020-04,10/18/2018,11/17/2018,11/29/2018,"18172,72"
57,x 86791017985-09,10/18/2018,11/17/2018,11/29/2018,"13051,1"
246,x 86791017985-09,10/28/2018,11/27/2018,11/30/2018,"7081,23"
458,x 64252401479-03,9/30/2018,12/1/2018,11/30/2018,"23029,339"
178,x 75664985359-06,12/1/2018,12/1/2018,12/1/2018,"144086,34"
788,x 80771218846-00,10/24/2018,11/21/2018,12/1/2018,"3948,505"
174,x 86791017985-09,10/28/2018,12/4/2018,12/4/2018,"154382,75"
175,x 80771218846-00,10/30/2018,12/4/2018,12/4/2018,"180355,32"
286,x 14599123731-03,10/30/2018,12/4/2018,12/4/2018,"17122,84"
320,x 25497925389-08,10/30/2018,12/4/2018,12/4/2018,"20266,499"
788,x 77167377617-02,10/18/2018,11/22/2018,12/4/2018,"4315,824"
792,x 39315597929-00,11/10/2018,12/8/2018,12/4/2018,"5227,5"
133,x 22208151256-06,10/31/2018,12/5/2018,12/5/2018,"11500,12"
133,x 14057272557-06,10/31/2018,12/5/2018,12/5/2018,"11033,52"
174,x 25497925389-08,10/31/2018,12/5/2018,12/5/2018,"114177,68"
196,x 26759470396-10,9/28/2018,12/4/2018,12/5/2018,"13313,33"
246,x 50292624232-07,10/28/2018,12/4/2018,12/7/2018,"7738,77"
779,x 14057272557-06,11/9/2018,12/7/2018,12/7/2018,6273
788,x 25455392583-10,10/24/2018,11/28/2018,12/7/2018,"3944,68"
789,x 75664985359-06,11/9/2018,12/7/2018,12/7/2018,"2439,5"
178,x 80771218846-00,12/8/2018,12/8/2018,12/8/2018,"154511,88"
246,x 26759470396-10,11/20/2018,12/4/2018,12/8/2018,"9805,01"
424,x 25497925389-08,11/10/2018,12/8/2018,12/8/2018,"7140,374"
458,x 80771218846-00,9/30/2018,12/8/2018,12/8/2018,"23029,305"
770,x 94994947160-08,11/10/2018,12/8/2018,12/8/2018,4879
777,x 61320183682-00,11/10/2018,12/8/2018,12/8/2018,"4321,4"
96,x 80771218846-00,11/18/2018,12/11/2018,12/11/2018,"4164,66"
96,x 22208151256-06,11/18/2018,12/11/2018,12/11/2018,"21931,3"
246,x 10859524552-06,10/28/2018,12/7/2018,12/11/2018,"6665,02"
320,x 61320183682-00,10/30/2018,12/11/2018,12/11/2018,"20266,499"
105,x 77167377617-02,11/21/2018,12/12/2018,12/12/2018,"146416,19"
133,x 25497925389-08,10/31/2018,12/12/2018,12/12/2018,"11365,56"
133,x 86791017985-09,10/31/2018,12/12/2018,12/12/2018,"12086,88"
246,x 61320183682-00,11/20/2018,12/11/2018,12/13/2018,"9116,05"
792,x 14057272557-06,11/10/2018,12/15/2018,12/13/2018,"5227,5"
178,x 95230728368-03,12/14/2018,12/14/2018,12/14/2018,"141213,69"
196,x 14057272557-06,9/28/2018,12/14/2018,12/14/2018,"12444,73"
246,x 26759470396-10,10/28/2018,12/12/2018,12/14/2018,"6916,24"
779,x 14599123731-03,11/9/2018,12/14/2018,12/14/2018,6273
789,x 14599123731-03,11/9/2018,12/14/2018,12/14/2018,"2439,5"
178,x 41541621975-04,12/15/2018,12/15/2018,12/15/2018,"141257,82"
246,x 14057272557-06,11/20/2018,12/14/2018,12/15/2018,"9287,47"
424,x 26759470396-10,11/10/2018,12/15/2018,12/15/2018,"7140,374"
770,x 77167377617-02,11/10/2018,12/15/2018,12/15/2018,4879
777,x 14599123731-03,11/10/2018,12/15/2018,12/15/2018,"4321,4"
788,x 22208151256-06,11/10/2018,12/8/2018,12/15/2018,"3579,095"
96,x 29486015020-04,11/18/2018,12/18/2018,12/18/2018,"3964,27"
96,x 86791017985-09,11/18/2018,12/18/2018,12/18/2018,"22142,09"
174,x 95230728368-03,11/13/2018,12/18/2018,12/18/2018,"139598,79"
286,x 32439935907-10,10/30/2018,12/18/2018,12/18/2018,"16114,67"
175,x 57767778949-09,11/14/2018,12/19/2018,12/19/2018,"174171,11"
105,x 25455392583-10,11/30/2018,12/21/2018,12/20/2018,"145306,73"
246,x 10859524552-06,10/28/2018,12/18/2018,12/20/2018,"6588,93"
792,x 94994947160-08,11/23/2018,12/21/2018,12/20/2018,6970
246,x 57767778949-09,11/20/2018,12/19/2018,12/21/2018,"9121,73"
777,x 29486015020-04,11/23/2018,12/21/2018,12/21/2018,"3833,5"
779,x 22208151256-06,11/23/2018,12/21/2018,12/21/2018,8364
788,x 77167377617-02,11/10/2018,12/15/2018,12/21/2018,"3575,61"
178,x 41541621975-04,12/15/2018,12/15/2018,12/22/2018,"142537,57"
178,x 25497925389-08,12/15/2018,12/15/2018,12/22/2018,"136977,28"
246,x 64252401479-03,10/28/2018,12/22/2018,12/22/2018,"6569,3"
424,x 57767778949-09,11/10/2018,12/22/2018,12/22/2018,"7140,374"
428,x 80771218846-00,11/24/2018,12/22/2018,12/22/2018,"4272,814"
779,x 26759470396-10,11/23/2018,12/28/2018,12/22/2018,8364
96,x 41541621975-04,11/18/2018,12/26/2018,12/26/2018,"4516,97"
96,x 29486015020-04,11/18/2018,12/26/2018,12/26/2018,"22808,55"
174,x 14599123731-03,11/18/2018,12/26/2018,12/26/2018,"124426,74"
246,x 50292624232-07,11/20/2018,12/26/2018,12/26/2018,"10063,75"
788,x 26759470396-10,11/23/2018,12/21/2018,12/26/2018,"8573,1"
792,x 25497925389-08,11/23/2018,12/28/2018,12/26/2018,6970
178,x 57767778949-09,12/21/2018,12/21/2018,12/27/2018,"148274,38"
178,x 75664985359-06,12/21/2018,12/21/2018,12/27/2018,"144086,34"
246,x 77167377617-02,10/28/2018,12/27/2018,12/27/2018,"7563,99"
356,x 32439935907-10,11/30/2018,11/30/2018,12/27/2018,"61361,5"
246,x 10859524552-06,11/20/2018,12/29/2018,12/28/2018,"10772,11"
777,x 41541621975-04,11/23/2018,12/28/2018,12/28/2018,"3833,5"
178,x 26759470396-10,11/10/2018,11/10/2018,12/30/2018,0
178,x 25497925389-08,11/10/2018,11/10/2018,12/30/2018,0
178,x 63718177635-06,11/30/2018,11/30/2018,12/30/2018,0
96,x 75664985359-06,11/18/2018,1/2/2019,1/2/2019,"21501,28"
96,x 80771218846-00,11/18/2018,1/2/2019,1/2/2019,"4293,91"
174,x 61586581630-06,11/24/2018,12/29/2018,1/2/2019,"143834,29"
174,x 25455392583-10,11/27/2018,1/2/2019,1/2/2019,"129940,27"
424,x 64252401479-03,11/10/2018,12/29/2018,1/2/2019,"7140,374"
788,x 14599123731-03,11/23/2018,12/28/2018,1/2/2019,"8573,1"
174,x 50292624232-07,11/29/2018,1/3/2019,1/3/2019,"158404,21"
178,x 25455392583-10,12/27/2018,12/27/2018,1/3/2019,"149818,9"
246,x 25455392583-10,11/20/2018,1/3/2019,1/3/2019,"8903,59"
133,x 61586581630-06,11/30/2018,1/4/2019,1/4/2019,"11146,98"
175,x 64252401479-03,11/30/2018,1/4/2019,1/4/2019,"170777,37"
246,x 39315597929-00,11/30/2018,1/4/2019,1/4/2019,"11060,34"
286,x 64252401479-03,11/30/2018,1/4/2019,1/4/2019,"30737,65"
105,x 10641176832-10,12/15/2018,1/5/2019,1/5/2019,"155169,9"
178,x 29486015020-04,12/27/2018,12/27/2018,1/5/2019,"149700,09"
424,x 14599123731-03,11/10/2018,1/5/2019,1/5/2019,"7140,34"
96,x 75664985359-06,11/18/2018,1/8/2019,1/8/2019,"21040,24"
96,x 41541621975-04,11/18/2018,1/8/2019,1/8/2019,"4379,79"
165,x 50292624232-07,9/21/2018,11/9/2018,1/8/2019,"10752,19"
246,x 32439935907-10,11/20/2018,1/8/2019,1/8/2019,"9579,05"
165,x 94994947160-08,9/21/2018,11/3/2018,1/9/2019,"3737,76"
174,x 39315597929-00,12/5/2018,1/9/2019,1/9/2019,"154075,94"
246,x 26759470396-10,9/30/2018,12/13/2018,1/9/2019,"6889,97"
246,x 61586581630-06,9/30/2018,12/20/2018,1/9/2019,"1401,93"
246,x 14057272557-06,11/30/2018,1/9/2019,1/9/2019,"10501,2"
96,x 50292624232-07,12/20/2018,1/10/2019,1/10/2019,"6249,79"
96,x 57767778949-09,12/20/2018,1/10/2019,1/10/2019,"12503,92"
96,x 25497925389-08,12/20/2018,1/10/2019,1/10/2019,"6123,04"
133,x 10641176832-10,11/30/2018,1/11/2019,1/11/2019,"11245,35"
178,x 86791017985-09,1/4/2019,1/4/2019,1/12/2019,"153183,64"
174,x 57767778949-09,12/9/2018,1/15/2019,1/15/2019,"151597,63"
175,x 22208151256-06,12/11/2018,1/15/2019,1/15/2019,"176497,37"
196,x 86791017985-09,9/28/2018,1/5/2019,1/15/2019,"13122,43"
246,x 86791017985-09,11/30/2018,1/15/2019,1/15/2019,"10419,06"
770,x 75664985359-06,12/17/2018,1/16/2019,1/16/2019,3485
777,x 63718177635-06,12/17/2018,1/16/2019,1/16/2019,"4530,5"
792,x 57767778949-09,12/17/2018,1/16/2019,1/16/2019,2788
96,x 95230728368-03,12/20/2018,1/17/2019,1/17/2019,"7250,96"
96,x 50292624232-07,12/20/2018,1/17/2019,1/17/2019,"12753,84"
96,x 29486015020-04,12/20/2018,1/17/2019,1/17/2019,"6776,09"
178,x 39315597929-00,1/11/2019,1/11/2019,1/17/2019,"131033,88"
320,x 22208151256-06,12/20/2018,1/17/2019,1/17/2019,"21306,933"
79,x 25455392583-10,12/28/2018,1/18/2019,1/18/2019,"21039,6"
133,x 25455392583-10,11/30/2018,1/18/2019,1/18/2019,"10806,03"
246,x 22208151256-06,1/3/2019,1/18/2019,1/18/2019,"4970,12"
286,x 25497925389-08,12/31/2018,1/18/2019,1/18/2019,"10551,23"
174,x 50292624232-07,12/15/2018,1/19/2019,1/19/2019,"172049,74"
286,x 80771218846-00,11/30/2018,1/18/2019,1/19/2019,"29522,28"
49,x 39315597929-00,12/18/2018,1/17/2019,1/22/2019,"17205,61"
105,x 80771218846-00,12/30/2018,1/22/2019,1/22/2019,"132369,43"
174,x 29486015020-04,12/16/2018,1/22/2019,1/22/2019,"160866,81"
246,x 57767778949-09,11/30/2018,1/19/2019,1/22/2019,"11205,94"
788,x 32439935907-10,12/17/2018,1/16/2019,1/22/2019,"3933,222"
96,x 26759470396-10,12/20/2018,1/24/2019,1/23/2019,"6131,71"
96,x 80771218846-00,12/20/2018,1/24/2019,1/23/2019,"6642,6"
246,x 75664985359-06,1/3/2019,1/23/2019,1/23/2019,"6716,79"
356,x 94994947160-08,1/17/2019,1/17/2019,1/23/2019,"72269,329"
96,x 14057272557-06,12/20/2018,1/24/2019,1/24/2019,"14641,42"
174,x 61320183682-00,12/20/2018,1/24/2019,1/24/2019,"178364,87"
178,x 94994947160-08,1/19/2019,1/19/2019,1/24/2019,"157676,85"
320,x 14057272557-06,12/20/2018,1/24/2019,1/24/2019,"21306,933"
458,x 77167377617-02,12/21/2018,1/24/2019,1/24/2019,"10879,898"
79,x 10641176832-10,12/28/2018,1/25/2019,1/25/2019,"21016,66"
246,x 22208151256-06,11/30/2018,1/24/2019,1/25/2019,"11166,26"
286,x 39315597929-00,12/31/2018,1/25/2019,1/25/2019,"10665,14"
777,x 10859524552-06,12/17/2018,1/26/2019,1/26/2019,"4530,5"
792,x 14599123731-03,12/17/2018,1/26/2019,1/26/2019,2788
165,x 10859524552-06,1/15/2019,1/22/2019,1/29/2019,"12148,43"
285,x 25497925389-08,12/30/2018,1/29/2019,1/29/2019,"5063,57"
286,x 29486015020-04,12/30/2018,1/29/2019,1/29/2019,"5370,97"
770,x 10859524552-06,12/17/2018,1/26/2019,1/29/2019,"3565,155"
96,x 10859524552-06,12/20/2018,1/31/2019,1/30/2019,"5825,05"
96,x 50292624232-07,12/20/2018,1/31/2019,1/30/2019,"6127,84"
458,x 61320183682-00,12/21/2018,1/31/2019,1/30/2019,"10879,898"
96,x 22208151256-06,12/20/2018,1/31/2019,1/31/2019,"12024,23"
175,x 61320183682-00,12/27/2018,1/31/2019,1/31/2019,"193419,24"
246,x 26759470396-10,11/30/2018,1/29/2019,1/31/2019,"11303,66"
246,x 26759470396-10,1/3/2019,1/29/2019,1/31/2019,"7072,15"
320,x 94994947160-08,12/20/2018,1/31/2019,1/31/2019,"21306,95"
79,x 64252401479-03,12/28/2018,2/1/2019,2/1/2019,"20182,18"
174,x 50292624232-07,12/28/2018,2/1/2019,2/1/2019,"160132,02"
178,x 61320183682-00,1/24/2019,1/24/2019,2/1/2019,"153367,76"
165,x 26759470396-10,1/15/2019,1/29/2019,2/2/2019,"14099,35"
246,x 57767778949-09,1/3/2019,2/2/2019,2/2/2019,"6259,85"
356,x 77167377617-02,2/1/2019,2/1/2019,2/2/2019,"22439,711"
246,x 39315597929-00,11/30/2018,2/5/2019,2/5/2019,"10420,1"
285,x 61320183682-00,12/30/2018,2/5/2019,2/5/2019,"4761,83"
286,x 14057272557-06,12/30/2018,2/5/2019,2/5/2019,"5047,69"
286,x 95230728368-03,12/31/2018,2/1/2019,2/5/2019,"9729,77"
788,x 57767778949-09,12/17/2018,1/26/2019,2/5/2019,"3948,59"
174,x 29486015020-04,1/2/2019,2/6/2019,2/6/2019,"156255,94"
285,x 14057272557-06,1/16/2019,2/6/2019,2/6/2019,"3545,37"
286,x 10641176832-10,1/16/2019,2/6/2019,2/6/2019,"23012,32"
458,x 64252401479-03,12/21/2018,2/7/2019,2/6/2019,"10879,898"
777,x 26759470396-10,1/9/2019,2/6/2019,2/6/2019,4182
779,x 10641176832-10,1/9/2019,2/6/2019,2/6/2019,4879
789,x 25497925389-08,1/10/2019,2/7/2019,2/6/2019,"2439,5"
96,x 39315597929-00,12/20/2018,2/7/2019,2/7/2019,"6444,59"
96,x 94994947160-08,12/20/2018,2/7/2019,2/7/2019,"5769,85"
96,x 26759470396-10,12/20/2018,2/7/2019,2/7/2019,"12013,16"
165,x 94994947160-08,1/15/2019,2/5/2019,2/7/2019,"15106,45"
246,x 10859524552-06,1/3/2019,2/7/2019,2/7/2019,"6720,29"
770,x 41541621975-04,1/10/2019,2/7/2019,2/7/2019,6273
792,x 94994947160-08,1/10/2019,2/7/2019,2/7/2019,"2439,5"
246,x 63718177635-06,11/30/2018,2/12/2019,2/9/2019,"10622,06"
246,x 32439935907-10,1/3/2019,2/12/2019,2/9/2019,"6510,7"
424,x 26759470396-10,1/12/2019,2/9/2019,2/9/2019,"6426,119"
779,x 26759470396-10,1/9/2019,2/13/2019,2/9/2019,4879
79,x 29486015020-04,1/23/2019,2/13/2019,2/14/2019,"19985,77"
174,x 57767778949-09,1/6/2019,2/12/2019,2/14/2019,"41916,71"
174,x 77167377617-02,1/6/2019,2/12/2019,2/14/2019,"53909,85"
196,x 61586581630-06,9/28/2018,2/15/2019,2/14/2019,"13243,77"
285,x 26759470396-10,1/16/2019,2/13/2019,2/14/2019,"3725,2"
286,x 95230728368-03,12/30/2018,2/12/2019,2/14/2019,"5700,38"
286,x 77167377617-02,1/16/2019,2/13/2019,2/14/2019,"20394,98"
458,x 86791017985-09,12/21/2018,2/14/2019,2/14/2019,"10879,898"
770,x 75664985359-06,1/10/2019,2/14/2019,2/14/2019,6273
777,x 10859524552-06,1/9/2019,2/13/2019,2/14/2019,4182
789,x 22208151256-06,1/10/2019,2/14/2019,2/14/2019,"2439,5"
792,x 77167377617-02,1/10/2019,2/14/2019,2/14/2019,"2439,5"
105,x 80771218846-00,1/26/2019,2/16/2019,2/16/2019,"136379,44"
165,x 64252401479-03,1/15/2019,2/19/2019,2/16/2019,"12779,75"
178,x 10641176832-10,2/7/2019,2/7/2019,2/16/2019,"162474,76"
424,x 75664985359-06,1/12/2019,2/16/2019,2/16/2019,"6426,119"
458,x 61320183682-00,12/21/2018,2/21/2019,2/16/2019,"10879,898"
174,x 61320183682-00,1/13/2019,2/19/2019,2/19/2019,"67243,43"
174,x 63718177635-06,1/15/2019,2/19/2019,2/19/2019,"149098,62"
246,x 63718177635-06,11/30/2018,2/19/2019,2/19/2019,"10622,06"
246,x 41541621975-04,1/3/2019,2/19/2019,2/19/2019,"5882,06"
789,x 61586581630-06,1/24/2019,2/21/2019,2/19/2019,"2578,9"
79,x 57767778949-09,1/23/2019,2/20/2019,2/20/2019,"19778,37"
161,x 41541621975-04,9/30/2018,2/20/2019,2/20/2019,"5121,86"
165,x 22208151256-06,1/15/2019,2/12/2019,2/20/2019,"13298,84"
175,x 10641176832-10,1/16/2019,2/20/2019,2/20/2019,"165831,18"
178,x 80771218846-00,1/29/2019,1/29/2019,2/20/2019,"147584,21"
285,x 80771218846-00,1/16/2019,2/20/2019,2/20/2019,"3687,21"
286,x 25455392583-10,1/16/2019,2/20/2019,2/20/2019,"21452,97"
105,x 75664985359-06,1/31/2019,2/21/2019,2/21/2019,"156513,42"
174,x 14599123731-03,1/17/2019,2/21/2019,2/21/2019,"160739,54"
779,x 14057272557-06,1/24/2019,2/21/2019,2/21/2019,5576
792,x 29486015020-04,1/24/2019,2/21/2019,2/21/2019,"2439,5"
178,x 64252401479-03,2/14/2019,2/14/2019,2/22/2019,"127935,53"
246,x 10859524552-06,1/3/2019,2/22/2019,2/22/2019,"6712,31"
246,x 14057272557-06,2/6/2019,2/21/2019,2/22/2019,"7321,25"
356,x 26759470396-10,2/19/2019,2/19/2019,2/23/2019,"144801,104"
424,x 10859524552-06,1/12/2019,2/23/2019,2/23/2019,"6426,119"
174,x 94994947160-08,1/20/2019,2/26/2019,2/26/2019,"140608,28"
178,x 10859524552-06,2/17/2019,2/26/2019,2/26/2019,"148557,15"
246,x 57767778949-09,11/30/2018,2/26/2019,2/26/2019,"11159,92"
246,x 75664985359-06,2/6/2019,2/26/2019,2/26/2019,"7476,89"
788,x 75664985359-06,1/9/2019,2/6/2019,2/26/2019,"3262,13"
49,x 26759470396-10,2/16/2019,2/16/2019,2/27/2019,"8968,58"
285,x 75664985359-06,12/30/2018,2/12/2019,2/27/2019,"5400,64"
458,x 39315597929-00,12/21/2018,3/1/2019,2/27/2019,"10879,898"
79,x 25497925389-08,1/23/2019,3/1/2019,3/1/2019,"17733,73"
174,x 29486015020-04,1/24/2019,3/1/2019,3/1/2019,"165830,56"
175,x 14599123731-03,1/23/2019,3/1/2019,3/1/2019,"173526,51"
246,x 61586581630-06,1/3/2019,3/1/2019,3/1/2019,"6583,79"
320,x 29486015020-04,1/31/2019,3/1/2019,3/1/2019,"22212,693"
779,x 61320183682-00,1/24/2019,3/1/2019,3/1/2019,5576
792,x 41541621975-04,1/24/2019,3/1/2019,3/1/2019,"2439,5"
174,x 94994947160-08,1/26/2019,3/2/2019,3/2/2019,"151660,17"
178,x 29486015020-04,2/24/2019,3/5/2019,3/2/2019,"152034,29"
424,x 29486015020-04,1/12/2019,3/2/2019,3/2/2019,"6426,119"
789,x 22208151256-06,1/24/2019,3/1/2019,3/2/2019,"2633,062"
175,x 86791017985-09,1/29/2019,3/5/2019,3/5/2019,"172797,91"
246,x 41541621975-04,1/3/2019,3/5/2019,3/5/2019,"7066,01"
246,x 61320183682-00,2/6/2019,3/5/2019,3/5/2019,"7538,71"
788,x 10859524552-06,1/9/2019,2/13/2019,3/5/2019,"3262,13"
325,x 10859524552-06,12/27/2018,3/5/2019,3/6/2019,34000
178,x 57767778949-09,2/28/2019,3/7/2019,3/7/2019,"131037,96"
178,x 25455392583-10,2/28/2019,3/7/2019,3/7/2019,"23474,04"
320,x 39315597929-00,1/31/2019,3/7/2019,3/7/2019,"22212,693"
424,x 29486015020-04,1/12/2019,3/7/2019,3/7/2019,"6426,085"
777,x 14057272557-06,2/7/2019,3/7/2019,3/7/2019,4879
779,x 50292624232-07,2/7/2019,3/7/2019,3/7/2019,5576
789,x 14057272557-06,2/7/2019,3/7/2019,3/7/2019,2788
246,x 10859524552-06,2/6/2019,3/8/2019,3/8/2019,"7552,45"
286,x 10641176832-10,2/15/2019,3/8/2019,3/8/2019,"7200,63"
792,x 64252401479-03,2/8/2019,3/8/2019,3/8/2019,"3694,1"
165,x 50292624232-07,1/15/2019,2/26/2019,3/12/2019,"13294,77"
174,x 25497925389-08,2/3/2019,3/12/2019,3/12/2019,"136237,5"
174,x 50292624232-07,2/17/2019,3/12/2019,3/12/2019,"2884,59"
285,x 25497925389-08,2/15/2019,3/8/2019,3/12/2019,"3458,53"
79,x 94994947160-08,2/20/2019,3/13/2019,3/13/2019,"23343,56"
246,x 22208151256-06,2/6/2019,3/13/2019,3/13/2019,"7253,34"
320,x 29486015020-04,1/31/2019,3/14/2019,3/14/2019,"22212,71"
777,x 86791017985-09,2/7/2019,3/14/2019,3/14/2019,4879
779,x 94994947160-08,2/7/2019,3/14/2019,3/14/2019,5576
789,x 26759470396-10,2/7/2019,3/14/2019,3/14/2019,2788
174,x 95230728368-03,2/8/2019,3/15/2019,3/15/2019,"167606,07"
285,x 75664985359-06,2/15/2019,3/15/2019,3/15/2019,"3888,04"
286,x 10859524552-06,2/15/2019,3/15/2019,3/15/2019,"7330,71"
792,x 77167377617-02,2/8/2019,3/15/2019,3/15/2019,"3694,1"
174,x 41541621975-04,2/17/2019,3/19/2019,3/19/2019,"2658,93"
178,x 80771218846-00,3/12/2019,3/19/2019,3/19/2019,"134654,46"
246,x 50292624232-07,2/6/2019,3/19/2019,3/19/2019,"7177,81"
79,x 10859524552-06,2/20/2019,3/20/2019,3/20/2019,"22606,83"
53,x 41541621975-04,3/21/2019,3/21/2019,3/21/2019,"6703,73"
178,x 75664985359-06,3/15/2019,3/22/2019,3/21/2019,"129821,78"
285,x 50292624232-07,2/15/2019,3/22/2019,3/22/2019,"3586,39"
770,x 61586581630-06,2/22/2019,3/22/2019,3/22/2019,2788
779,x 75664985359-06,2/22/2019,3/22/2019,3/22/2019,"3833,5"
133,x 64252401479-03,2/23/2019,3/23/2019,3/23/2019,"12034,07"
246,x 94994947160-08,2/6/2019,3/23/2019,3/23/2019,"8094,2"
792,x 61586581630-06,2/23/2019,3/23/2019,3/23/2019,"3136,5"
174,x 10859524552-06,2/17/2019,3/26/2019,3/26/2019,"165375,39"
178,x 86791017985-09,3/15/2019,3/22/2019,3/26/2019,"6283,31"
79,x 32439935907-10,2/20/2019,3/27/2019,3/27/2019,"23064,44"
165,x 61586581630-06,1/17/2019,2/7/2019,3/27/2019,"7956,3"
165,x 10859524552-06,1/17/2019,2/14/2019,3/27/2019,"7009,77"
165,x 77167377617-02,1/17/2019,2/21/2019,3/27/2019,"7767,7"
165,x 10859524552-06,1/17/2019,3/7/2019,3/28/2019,"7467,7"
165,x 50292624232-07,1/17/2019,3/1/2019,3/28/2019,"7431,74"
165,x 64252401479-03,2/20/2019,3/13/2019,3/28/2019,"10561,98"
178,x 39315597929-00,3/21/2019,3/28/2019,3/28/2019,"136001,72"
246,x 75664985359-06,2/6/2019,3/28/2019,3/28/2019,"7031,3"
770,x 57767778949-09,2/22/2019,3/29/2019,3/29/2019,2788
779,x 61320183682-00,2/22/2019,3/29/2019,3/29/2019,"3833,5"
779,x 22208151256-06,3/9/2019,4/13/2019,3/29/2019,"2439,5"
779,x 57767778949-09,3/9/2019,4/6/2019,3/29/2019,"2439,5"
792,x 94994947160-08,2/23/2019,3/30/2019,3/29/2019,"3136,5"
133,x 75664985359-06,2/23/2019,3/30/2019,4/2/2019,"13152,64"
175,x 50292624232-07,2/24/2019,4/2/2019,4/2/2019,"176702,09"
178,x 80771218846-00,3/26/2019,4/2/2019,4/2/2019,"144504,54"
246,x 80771218846-00,3/15/2019,4/2/2019,4/2/2019,"9661,85"
788,x 94994947160-08,2/7/2019,3/7/2019,4/2/2019,"3645,31"
165,x 26759470396-10,2/20/2019,3/13/2019,4/4/2019,"1774,17"
165,x 77167377617-02,2/20/2019,3/20/2019,4/4/2019,"9966,34"
246,x 61320183682-00,2/6/2019,4/2/2019,4/5/2019,"8286,06"
777,x 77167377617-02,3/8/2019,4/5/2019,4/5/2019,3485
105,x 14057272557-06,3/17/2019,4/9/2019,4/6/2019,"135651,86"
133,x 25455392583-10,2/23/2019,4/6/2019,4/6/2019,"12881,81"
174,x 14599123731-03,3/2/2019,4/6/2019,4/6/2019,"154120,72"
178,x 22208151256-06,3/29/2019,4/5/2019,4/6/2019,"145938,09"
356,x 10859524552-06,3/29/2019,3/29/2019,4/6/2019,"144778,8"
356,x 22208151256-06,4/4/2019,4/11/2019,4/6/2019,13260
96,x 94994947160-08,3/17/2019,4/9/2019,4/9/2019,"16348,31"
246,x 29486015020-04,3/15/2019,4/4/2019,4/9/2019,"9056,7"
246,x 80771218846-00,3/15/2019,4/9/2019,4/10/2019,"9203,62"
